Identificación,Número de Matrícula,Estado de la matrícula,nombre,Categoria de la Matrícula,Tipo de Sociedad,Tipo Organización,Cámara de Comercio,Fecha de Matrícula,Fecha de Vigencia,Fecha de Cancelación,Último año renovado,Fecha de renovación,Fecha de Actualización,Motivo Cancelación,Emprendimiento Social,Extinción de Dominio
NIT 812004591 - 5,9000501809,Activa,FUNDACION PARA EL FUTURO SOCIAL CON CALIDAD HUMANA EN COMUNIDADES DE ALTO R EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Entidad sin animo de lucro,"Corporaciones, asociaciones y fundaciones creadas para adelantar actividades en comunidades indígenas.",Monteria,2001/03/13,Indefinido,,2019,2019/04/01,2024/05/03,NORMAL,,
NIT 813012352 - 9,130413,Activa,COMERCIALIZADORA INTERNACIONAL R&A LA ESTRELLA SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Huila,2003/09/09,Indefinido,,2023,2023/07/25,2023/09/21,NORMAL,N,
NIT 900213662 - 5,185167,Activa,DISTRIBUCIONES RAPIDO & A TIEMPO LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,2008/04/23,2028/04/22,,0,,2020/11/20,NORMAL,,
NIT 900226590 - 1,187364,Activa,SERVIN R&R E.U. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Huila,2008/07/01,2018/06/26,,2011,2011/01/14,2020/11/21,NORMAL,,
NIT 900228953 - 9,187888,Activa,R & R ABOGADOS CONSULTORES ASOCIADOS LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,2008/07/14,2013/07/11,,2011,2011/03/14,2020/11/21,NORMAL,,
NIT 900235115 - 2,189004,Activa,REPUBLIC. ART LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,2008/08/12,2013/08/05,,0,,2020/11/21,NORMAL,,
NIT 900398248 - 2,214077,Activa,RAYO OSORIO INGENIERIA LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,2010/11/30,2035/11/16,,2017,2017/03/10,2022/05/19,NORMAL,,
NIT 900410023 - 3,215903,Activa,C&R SOLUCIONES DE INGENIERIA S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Huila,2011/01/28,2016/01/18,,2016,2017/03/01,2020/03/03,,,
NIT 900450805 - 7,222054,Activa,ROSERO Y CALDERON S.A.S EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Huila,2011/07/14,2021/07/13,,0,,2020/11/21,NORMAL,,
NIT 900689321 - 1,228712,Activa,R&M MERCADEO ASESORIAS Y MANTENIMIENTO NEIVA S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Huila,2012/03/16,Indefinido,,2016,2016/02/04,2021/05/14,NORMAL,,
NIT 900658461 - 1,248492,Activa,HENRY FERNANDO VALENCIA R. S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Huila,2013/09/25,2033/09/23,,2024,2024/01/09,2024/02/22,NORMAL,N,
NIT 900813718 - 3,264615,Activa,R&D MULTISERVICIOS Y ASESORIAS S.A.S EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Huila,2015/01/28,2034/10/25,,2015,2015/01/28,2020/07/31,,,
NIT 901127832 - 6,304755,Activa,R&T CONSTRUCSERVICIOS S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Huila,2017/10/30,Indefinido,,2021,2021/04/12,2024/04/13,NORMAL,,
NIT 900065372 - 9,35602506,Activa,"MARIA R. PARRA CARMONA Y CIA. SOCIEDAD ENCOMANDITA SIMPLE ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad en comandita simple,Medellin para antioquia,2006/01/19,2031/01/14,,2006,2006/01/19,2019/06/01,,,
NIT 900077811 - 2,36061403,Activa,"INVERSIONES Y SERVICIOS R&S LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2006/03/31,2026/03/23,,2009,2009/08/28,2019/06/01,,,
NIT 900165534 - 4,38454603,Activa,"CELUINVERSIONES R&M LTDA. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2007/08/03,Indefinido,,2007,2007/08/03,2019/06/01,,,
NIT 900168379 - 2,38525904,Activa,"GOMEZ R & VASQUEZ U. S.A ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,2007/08/22,2027/05/15,,2008,2008/03/28,2019/06/01,,,
NIT 900175658 - 1,38701409,Activa,"INVERSIONES R.A. GANADERAS E.U. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Medellin para antioquia,2007/09/27,Indefinido,,2008,2008/04/24,2019/06/01,,,
NIT 900188693 - 6,38957512,Activa,"C & R GROUP S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2007/12/06,2057/12/06,,2010,2010/12/06,2019/06/23,,,
NIT 900292175 - 7,41487912,Activa,"GRUPO R Y C SERVICIOS INTEGRALES S.A.S. ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2009/06/02,Indefinido,,2018,2018/03/20,2019/05/19,,,
NIT 900304782 - 1,41788012,Activa,"TM & R S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2009/08/06,Indefinido,,2011,2011/03/31,2019/06/01,,,
NIT 900305888 - 8,41815912,Activa,"A&R INGENIERIA EN SEGURIDAD S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2009/08/13,2024/08/13,,2012,2012/03/13,2019/06/01,,,
NIT 900326050 - 3,42278712,Activa,"ANGELS R & C SOCIEDAD POR ACCIONES SIMPLIFICADA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2009/11/27,Indefinido,,2010,2010/05/05,2019/06/01,,,
NIT 900327796 - 3,42298912,Activa,"SOLUCIONES R & R. S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2009/12/07,Indefinido,,2009,2009/12/07,2019/06/01,,,
NIT 900354514 - 8,43027812,Activa,"NEGOCIOS PRODUCTIVOS Y REPRESENTACIONES N.P.&R. S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2010/04/28,Indefinido,,2011,2011/12/22,2019/06/01,,,
NIT 900370053 - 1,43397012,Activa,"M&R PROYECTOS S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2010/07/16,Indefinido,,2015,2015/04/01,2024/04/20,,,
SIN IDENTIFICACION,29802609,Activa,"LITOGRAFIA Y ENCUADERNACION V&R E.U. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Medellin para antioquia,2002/05/07,Indefinido,,2002,2002/05/07,2018/08/11,,,
NIT 811033902 - 2,29942303,Activa,"INVERSIONES A. R. LIMITADA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2002/06/06,2022/05/31,,2005,2005/04/18,2019/06/01,,,
NIT 811041669 - 4,31949809,Activa,"C R M VIRTUAL E.U. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Medellin para antioquia,2003/10/16,2008/10/14,,2005,2005/09/02,2019/06/01,,,
NIT 811041802 - 8,31975809,Activa,"R Y M COMUNICACIONES E.U. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Medellin para antioquia,2003/10/23,Indefinido,,2004,2004/06/18,2018/08/11,,,
NIT 811045657 - 4,33071303,Activa,"ASESORIAS Y CONSULTORIAS R V LTDA. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2004/06/10,2014/06/10,,2005,2005/07/26,2019/06/01,,,
NIT 811046222 - 9,33224503,Activa,"R Y S SPORT EVENT LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2004/07/19,2014/07/15,,2004,2004/07/19,2018/08/11,,,
NIT 830507863 - 8,33779709,Activa,R M PROYECTOS Y CONSTRUCCIONES E.U.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Medellin para antioquia,2004/11/19,Indefinido,,2024,2024/04/01,2024/04/01,,,
NIT 830509764 - 6,33832104,Activa,"J Y R NEGOCIOS INMOBILIARIOS S.A. ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Medellin para antioquia,2004/12/06,2034/11/17,,2006,2006/08/14,2019/06/01,,,
NIT 900009816 - 9,34139203,Activa,"REPRESENTACIONES DE IMPORTACION Y EXPORTACION LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2005/02/28,2008/02/23,,2005,2005/02/28,2019/06/01,,,
NIT 900019203 - 7,34383703,Activa,"CONFECCIONES TRUJILLO RAMIREZ Y CIA LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2005/04/21,2015/04/07,,2005,2005/04/21,2019/06/01,,,
NIT 900098983 - 0,36705503,Activa,"E C R IMPORTACIONES LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2006/08/04,2026/08/01,,2009,2009/12/22,2019/06/01,,,
NIT 900105209 - 9,36868103,Activa,"R & M INMOBILIARIA LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2006/09/07,2016/09/04,,2009,2009/09/07,2019/06/01,,,
NIT 900197777 - 4,39168003,Activa,"R & C CONSTRUCTORA LTDA. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2008/02/01,2028/01/25,,2013,2013/01/23,2019/05/19,,,
NIT 900206803 - 8,39455703,Activa,"CREACIONES Z Y R LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2008/03/17,2013/03/12,,2009,2009/05/11,2024/04/20,,,
NIT 900208638 - 8,39506712,Activa,"INVERSIONES R&R RODRIGUEZ & RODRIGUEZ S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2008/03/28,Indefinido,,2015,2015/03/11,2020/07/28,,,
NIT 900226486 - 1,39992003,Activa,"R & T ASESORES DE SEGUROS LIMITADA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2008/06/27,2038/06/19,,2008,2008/06/27,2019/06/01,,,
NIT 900229895 - 4,40078412,Activa,"R.A.U. Y CIA S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2008/07/17,Indefinido,,2017,2017/05/04,2024/05/20,,,
NIT 900230785 - 4,40097503,Activa,"ACCESORIOS R & R LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2008/07/22,2028/07/14,,2011,2011/11/30,2019/06/01,,,
NIT 900253807 - 7,40625003,Activa,"CONTRATISTAS DE ESTRUCTURAS R Y R LIMITADA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,2008/11/26,2028/11/20,,2012,2012/10/22,2019/05/19,,,
NIT 1179031 - 6,2092403,Activa,"CENTRO DE SERVICOMPUTOS R. & R. LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Chocó,1998/12/10,2048/12/02,,1998,1998/12/10,2018/08/11,,,
NIT 818001415 - 5,2405803,Activa,"T & R LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Chocó,2001/04/09,2009/04/05,,2001,2001/04/09,2018/08/11,,,
NIT 900594856 - 0,4549612,Activa,"INVERSIONES R & O S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Chocó,2013/02/20,Indefinido,,2017,2017/03/30,2022/04/22,,,
NIT 900960426 - 7,5102712,Activa,"SUMINISTROS R.&.Y. S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Chocó,2016/04/13,Indefinido,,2017,2017/03/31,2022/04/22,,,
NIT 901574116 - 7,6270212,Activa,R & C MIRLLA S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Chocó,2022/03/09,Indefinido,,2023,2023/03/18,2023/03/18,,,
NIT 901764468 - 1,6549812,Activa,M&R METALES Y MAS S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Chocó,2023/10/17,Indefinido,,2024,2024/04/01,2024/04/01,,,
NIT 901779898 - 9,6565512,Activa,DRINK HOUSE Y&R S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Chocó,2023/12/07,Indefinido,,2023,2023/12/07,2023/12/07,,,
NIT 901810106 - 6,6609412,Activa,MANOS CURATIVAS R&A S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Chocó,2024/03/08,Indefinido,,2024,2024/03/08,2024/03/08,,,
NIT 818002077 - 3,50108521,Activa,"ASOCIACION DE PADRES DE FAMILIA COL. BERNARDINO BECERRA R ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Entidad sin animo de lucro,Corporaciones,Chocó,2003/05/05,Indefinido,,2012,2012/01/10,2018/08/11,,,
NIT 901107986 - 6,50324622,Activa,FUNDACIÓN MISIÓN PROGRESO R&R,Sociedad ó persona juridica principal ó esal,Entidad sin animo de lucro,Fundaciones,Chocó,2017/08/22,Indefinido,,2023,2023/02/23,2024/02/09,,,
SIN IDENTIFICACION 92100079,1977,Activa,R & B CONSTRUCCIONES DE COLOMBIA LIMITADA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,La guajira,1976/06/24,1986/06/24,,0,,2020/11/21,NORMAL,,
NIT 825002092 - 1,76415,Activa,JAMMES WEB (R) E.U. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,La guajira,2002/02/27,2012/02/26,,0,,2020/11/21,NORMAL,,
NIT 900132582 - 6,95212,Activa,ABOGADOS ASESORES ESPECIALIZADOS R & D LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,La guajira,2007/02/06,2016/12/18,,0,,2020/11/22,NORMAL,,
NIT 900471455 - 2,112407,Activa,J&R ADMINISTRADORA DE TRANSPORTE Y SERVICIOS GENERAL LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,La guajira,2011/08/16,2016/08/11,,0,,2020/11/20,NORMAL,,
NIT 900664127 - 0,121653,Activa,ASESORIAS Y CONSULTORIAS INTEGRALES DE ADMINISTRACCION Y GESTION CONTABLE Y FINANCIERA R&B SAS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,La guajira,2013/10/04,Indefinido,,2013,2013/10/04,2022/05/19,NORMAL,,
NIT 825003130 - 6,82803,Activa,R.A.Z.PRODUCCIONES E.U. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,La guajira,2003/09/19,2008/09/11,,0,,2020/11/22,NORMAL,,
NIT 825003435 - 7,84514,Activa,R&A LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,La guajira,2004/03/08,2014/02/04,,0,,2020/11/21,NORMAL,,
NIT 900093285 - 5,93267,Activa,ROMERO Y MESTRE E.U. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,La guajira,2006/07/05,2011/07/05,,0,,2020/11/21,NORMAL,,
SIN IDENTIFICACION,115038,Activa,"R&O ASESORES EN SEGURIDAD INDUSTRIAL, SALUD OCUPACIONAL Y MEDIO AMBIENTE S.A.S. EN LIQUIDACION",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,La guajira,2012/05/04,Indefinido,,0,,2020/11/21,NORMAL,,
SIN IDENTIFICACION 120318,120318,Activa,"M. A. R. - MORON, ABUCHAIBE & RAMIREZ ASESORIAS Y CONSULTORIAS LTDA EN LIQUIDACION",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,La guajira,2012/07/05,2033/06/26,,0,,2020/11/23,NORMAL,,
NIT 900943768 - 9,132413,Activa,ARQUINGTOP D & R S.A.S EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,La guajira,2016/02/25,Indefinido,,2016,2016/02/25,2021/05/14,NORMAL,,
NIT 901061894 - 7,138018,Activa,SISTEMAS CONTABLES R&R SAS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,La guajira,2017/02/27,Indefinido,,2018,2018/03/27,2023/04/20,NORMAL,,
NIT 901179298 - 5,144249,Activa,NEGOCIOS INMOBILIARIOS P&R BROKERS S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,La guajira,2018/04/19,Indefinido,,2020,2020/09/28,2023/11/25,NORMAL,,
NIT 901204997 - 2,146373,Activa,TRIPLE R S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,La guajira,2018/08/13,Indefinido,,2018,2018/08/13,2024/05/11,NORMAL,,
CEDULA DE CIUDADANIA,17936603,Activa,"INVERSIONES EN VILLABO LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1993/07/01,2013/07/12,,1993,,2018/05/20,,,
CEDULA DE CIUDADANIA,18040403,Activa,"SUMINISTROS Y ACCESORIOS LA TERMINAL LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1993/08/01,2043/08/23,,1993,,2018/05/20,,,
CEDULA DE CIUDADANIA,20944303,Activa,"TRANSTEX LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/03/01,2006/03/15,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,21288603,Activa,"DISTRIBUIDORA SATURNO LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/06/01,2006/06/03,,1996,,2018/05/20,,,
CEDULA DE CIUDADANIA,21320703,Activa,"DISVALLE LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/07/01,2001/05/31,,1996,,2018/05/20,,,
NIT 811007317 - 3,21843803,Activa,GARDENIAS LIMITADA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1996/10/01,2046/10/21,,2024,2024/03/28,2024/03/28,,,
NIT 800137749 - 9,15988703,Activa,"HECTOR RESTREPO T Y CIA LTDA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1991/08/01,2011/07/23,,2005,2005/11/09,2019/06/01,,,
NIT 800138889 - 0,16044503,Activa,HUMBERTO GIL T Y CIA LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1991/08/01,2001/07/02,,1992,,,,,
CEDULA DE CIUDADANIA,16540603,Activa,"SISCOM T V CABLE LIMITADA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1992/02/01,2002/02/14,,1993,1993/03/31,2018/05/20,,,
NIT 800159110 - 0,16700003,Activa,ANCOM T V SATELITE LTDA ANTENAS COMUNICACIONES,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1992/04/01,2012/03/31,,1997,,,,,
NIT 800161678 - 0,16761603,Activa,COMERCIALIZADORA T V CABLE LAURELES LIMITADA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1992/05/01,2010/12/31,,1995,,,,,
CEDULA DE CIUDADANIA,17248503,Activa,"INDUSTRIAS QUIMICAS TAMAYO Y VEGA T & V LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1992/10/01,2012/12/31,,1992,,2018/05/20,,,
SIN IDENTIFICACION,16054803,Activa,"MARTHA V RUIZ Y CIA LTDA ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Medellin para antioquia,1991/08/01,1996/08/21,,1991,1991/08/28,2018/08/11,,,
NIT 901794031 - 3,3773981,Activa,WHUELLA S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Bogota,2024/01/29,Indefinido,,2025,2025/03/23,2025/03/23,,N,
